"iyear","imonth","iday","country","country_txt","region","region_txt","provstate","crit1","crit2","crit3","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","gname","motive","individual","nperps","claimed","weaptype1","weaptype1_txt","nkill","nwound","INT_LOG","INT_IDEO"
2017,6,20,21,"Belgium",8,"Western Europe","Brussels",1,1,1,0,1,1,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailant, Oussama Zariouh, was sympathetic to the Islamic State of Iraq and the Levant (ISIL).",1,1,0,6,"Explosives",1,0,-9,-9
2017,6,21,217,"United States",1,"North America","Michigan",1,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Jihadi-inspired extremists","An unaffiliated individual, identified as Amor Ftouhi, claimed responsibility for the incident and made statements about deaths in Syria, Iraq, and Afghanistan while carrying out the attack. Sources also noted that Ftouhi opposed the United States and later stated that he was a soldier of Allah and subscribed to the ideology of al-Qaida and Osama bin Laden.",1,1,1,9,"Melee",0,1,-9,-9
2017,6,21,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists",,1,1,0,2,"Chemical",0,2,-9,-9
2017,6,23,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","An unaffiliated individual, identified as Marek Zakrocki, claimed responsibility for the incident and stated I'm going to kill a Muslim.",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,0,-9,-9
2017,6,29,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,0,0,8,"Unarmed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","An unidentified unaffiliated individual claimed responsibility for the incident and stated that the attack was carried out in retaliation for Islamic State of Iraq and the Levant (ISIL) attacks.",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,0,-9,-9
2017,6,30,15,"Austria",8,"Western Europe","Upper Austria",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian","Jihadi-inspired extremists","An unidentified unaffiliated individual claimed responsibility for the incident and stated that he targeted the Austrian couple for political reasons and that he opposed the Freedom Party of Austria. Sources also stated that he had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,8,"Incendiary",2,0,-9,-9
2017,7,5,217,"United States",1,"North America","New York",1,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Anti-Police extremists","The specific motive is unknown; however, sources noted that Alexander Bonds had previously conveyed anti-police sentiment on social media.",1,1,0,5,"Firearms",2,1,-9,-9
2017,7,28,75,"Germany",8,"Western Europe","Hamburg",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","Ahmad A. Alhaw, an unaffiliated individual, claimed responsibility for the incident and stated that he wanted to kill as many 'Christians and young people' as possible. Sources also noted that Alhaw followed Islamic State of Iraq and the Levant (ISIL) ideology.",1,1,1,9,"Melee",1,7,-9,-9
2017,7,28,54,"Czech Republic",9,"Eastern Europe","Central Bohemian Region",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",19,"Transportation",100,"Train/Train Tracks/Trolley","Anti-Immigrant extremists","An unaffiliated individual left notes at the scene of the attack in order to make it look like the attack had been perpetrated by jihadists. He did this in order to provoke a backlash against Muslims and immigration.",1,1,1,11,"Sabotage Equipment",0,0,-9,-9
2017,8,5,69,"France",8,"Western Europe","Ile-de-France",1,1,0,0,0,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Jihadi-inspired extremists","An unaffiliated individual, identified as Mamaye D., claimed responsibility for the incident and stated that he was in communication with the Islamic State of Iraq and the Levant (ISIL).",1,1,1,9,"Melee",0,0,-9,-9
2017,8,9,69,"France",8,"Western Europe","Ile-de-France",1,1,0,0,1,0,8,"Unarmed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists",,1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,6,-9,-9
2017,8,12,217,"United States",1,"North America","Virginia",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",83,"Protester","Neo-Nazi extremists",,1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1,28,-9,-9
2017,8,16,38,"Canada",1,"North America","Ontario",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailants spray-painted ISIS, referencing the Islamic State of Iraq and the Levant (ISIL), on the church.",1,-99,0,8,"Incendiary",0,0,-9,-9
2017,8,17,185,"Spain",8,"Western Europe","Catalonia",1,1,1,1,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Muslim extremists",,1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",14,101,-9,-9
2017,8,17,185,"Spain",8,"Western Europe","Catalonia",1,1,1,1,1,0,4,"Hijacking",14,"Private Citizens & Property",68,"Named Civilian","Muslim extremists",,1,1,0,9,"Melee",1,3,-9,-9
2017,8,18,185,"Spain",8,"Western Europe","Catalonia",1,1,1,1,1,1,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Muslim extremists",,1,5,0,9,"Melee",6,6,-9,-9
2017,8,18,68,"Finland",8,"Western Europe","Tavastia Proper",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that Abderrahman Bounane possessed Islamic State of Iraq and the Levant (ISIL) propaganda. Sources also noted that in court Bounane stated, My target was to hit women, not men ... I was in war against women.",1,1,1,9,"Melee",2,9,-9,-9
2017,8,18,201,"Taiwan",4,"East Asia","Taipei",1,1,1,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Unknown","An unaffiliated individual, identified as Lu Chun-yi, claimed responsibility for the incident and stated that he wanted to display his political position.",1,1,1,9,"Melee",0,1,-9,-9
2017,8,19,217,"United States",1,"North America","Texas",1,1,1,0,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",80,"Memorial/Cemetery/Monument","Unknown","The specific motive is unknown; however, sources noted that the attempted attack occurred amid heated discussions over removing Confederate monuments.",1,1,0,6,"Explosives",0,0,-9,-9
2017,8,25,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Unknown",,1,1,0,9,"Melee",0,3,-9,-9
2017,8,25,21,"Belgium",8,"Western Europe","Brussels",1,1,0,0,1,0,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy","Muslim extremists","The specific motive is unknown; however, sources noted that Haashi Ayaanle was carrying two copies of the Quran with him at the time of the attack.",1,1,0,9,"Melee",1,1,-9,-9
2017,9,6,217,"United States",1,"North America","North Dakota",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",17,"Head of State","Anti-Trump extremists",,1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,0,-9,-9
2017,9,11,217,"United States",1,"North America","Louisiana",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,1,0,5,"Firearms",0,0,-9,-9
2017,9,12,217,"United States",1,"North America","Louisiana",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,1,0,5,"Firearms",1,0,-9,-9
2017,9,13,69,"France",8,"Western Europe","Occitanie",1,1,1,0,1,0,8,"Unarmed Assault",3,"Police",25,"Police Security Forces/Officers","Unknown",,1,1,0,9,"Melee",0,7,-9,-9
2017,9,14,217,"United States",1,"North America","Louisiana",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,1,0,5,"Firearms",1,0,-9,-9
2017,9,15,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Islamic State of Iraq and the Levant (ISIL)",,1,1,1,6,"Explosives",0,29,1,1
2017,9,15,69,"France",8,"Western Europe","Ile-de-France",1,1,0,0,0,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailant referenced the Islamic State of Iraq and the Levant (ISIL) during the attack.",1,1,0,9,"Melee",0,0,-9,-9
2017,9,20,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for the Parson Green tube bombing.",1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,1,-9,-9
2017,9,24,217,"United States",1,"North America","Tennessee",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.",1,1,1,5,"Firearms",1,8,-9,-9
2017,9,24,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",87,"Affiliated Institution","Anti-Muslim extremists",,1,1,0,9,"Melee",0,1,-9,-9
2017,9,30,38,"Canada",1,"North America","Alberta",1,1,1,1,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that an Islamic State of Iraq and the Levant (ISIL) flag was discovered in the vehicle of Abdulahi Hasan Sharif.",1,1,0,9,"Melee",0,1,-9,-9
2017,9,30,38,"Canada",1,"North America","Alberta",1,1,1,1,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that an Islamic State of Iraq and the Levant (ISIL) flag was discovered in the vehicle of Abdulahi Hasan Sharif.",1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,4,-9,-9
2017,10,1,69,"France",8,"Western Europe","Provence-Alpes-Cote d'Azur",1,1,1,0,1,0,2,"Armed Assault",19,"Transportation",100,"Train/Train Tracks/Trolley","Unknown",,1,1,0,9,"Melee",3,0,-9,-9
2017,10,1,217,"United States",1,"North America","Nevada",0,1,1,0,1,0,2,"Armed Assault",1,"Business",11,"Entertainment/Cultural/Stadium/Casino","Anti-Government extremists",,1,1,0,5,"Firearms",59,851,-9,-9
2017,10,6,217,"United States",1,"North America","North Carolina",1,1,1,0,0,0,3,"Bombing/Explosion",6,"Airports & Aircraft",44,"Airport","Unknown","An unaffiliated individual, identified as Michael Christopher Estes, claimed responsibility for the incident and stated that he wanted to fight a war on U.S. soil.",1,1,1,6,"Explosives",0,0,-9,-9
2017,10,8,217,"United States",1,"North America","Washington",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","Two unaffiliated individuals, identified as Jason Edward Cooper; Donald Lucas Prichard, claimed responsibility for the incident and stated racial slurs during the attack.",1,2,1,5,"Firearms",0,1,-9,-9
2017,10,22,217,"United States",1,"North America","Nebraska",1,1,1,0,0,0,2,"Armed Assault",19,"Transportation",100,"Train/Train Tracks/Trolley","White supremacists/nationalists","The specific motive is unknown; however, sources noted that Taylor Michael Wilson wanted to kill people of color.",1,1,0,5,"Firearms",0,0,-9,-9
2017,10,31,217,"United States",1,"North America","New York",1,1,1,0,1,0,8,"Unarmed Assault",18,"Tourists",97,"Tourist","Jihadi-inspired extremists","An unaffiliated individual, identified as Sayfullo Habibullaevic Saipov, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",8,13,-9,-9
2017,11,16,121,"Malaysia",5,"Southeast Asia","Kuala Lumpur",1,1,1,0,0,0,2,"Armed Assault",15,"Religious Figures/Institutions",85,"Religious Figure","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailant pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Sources also posited that the assailant carried out the attack in retaliation for violence against Rohingya Muslims in Myanmar.",1,1,0,9,"Melee",0,0,-9,-9
2017,11,27,75,"Germany",8,"Western Europe","North Rhine-Westphalia",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Unknown","An unaffiliated individual, identified as Werner S., claimed responsibility for the incident and stated You're letting me die of thirst, but you bring 200 refugees to Altena.",1,1,1,9,"Melee",0,2,-9,-9
2017,12,7,217,"United States",1,"North America","New Mexico",1,1,1,0,1,1,2,"Armed Assault",8,"Educational Institution",49,"School/University/Educational Building","White supremacists/nationalists","An unaffiliated individual, identified as William Atchison, claimed responsibility for the incident and made statements reflecting a fixation on mass shootings, as well as a misogynist and white supremacist narrative referenced in message forums where participants self-identify as involuntarily celibate.",1,1,1,5,"Firearms",3,0,-9,-9
2017,12,11,217,"United States",1,"North America","New York",1,1,1,0,1,1,3,"Bombing/Explosion",19,"Transportation",101,"Bus Station/Stop","Jihadi-inspired extremists","An unaffiliated individual, identified as Akayed Ullah, claimed responsibility for the incident and stated They've been bombing in my country and I wanted to do damage here, and I did it for the Islamic State.",1,1,1,6,"Explosives",0,4,-9,-9
2017,12,16,72,"Gabon",11,"Sub-Saharan Africa","Estuaire",1,1,1,0,0,0,1,"Assassination",10,"Journalists & Media",,,"Unknown","An unaffiliated individual claimed responsibility for the incident and stated that he carried out the attack in retaliation for the United States' recognition of Jerusalem as Israel's capital and attacks against members of the Muslim community.",1,1,1,9,"Melee",0,2,-9,-9
2017,12,21,14,"Australia",12,"Australasia & Oceania","Victoria",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Muslim extremists","An unaffiliated individual, identified as Saeed Noori, claimed responsibility for the incident and stated that the attack was carried out in retaliation for the mistreatment of Muslims.",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1,18,-9,-9
2017,12,27,167,"Russia",9,"Eastern Europe","Saint Petersburg",0,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Unknown","An unaffiliated individual, identified as Dmitry Lukyanenko, claimed responsibility for the incident and stated that he carried out the attack due to hatred towards the organizers and followers of the psychological training sessions.",1,1,1,6,"Explosives",0,18,-9,-9
2018,1,13,217,"United States",1,"North America","California",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","The specific motive is unknown; however, sources noted that graffiti stating a verse from the Old Testament and Jehovah Lives was found at the scene.",1,1,0,8,"Incendiary",0,0,-9,-9
2018,1,23,153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa",0,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",50,"Other Personnel","Unknown","Faheem Ashraf, an unaffiliated individual, claimed responsibility for the attack and accused Sareer Ahmed of blasphemy. Sources also noted that Ashraf previously had an argument with Ahmed about being marked absent from class at the college where Ahmed was principal.",1,1,1,5,"Firearms",1,0,-9,-9
2018,1,25,217,"United States",1,"North America","California",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown",,1,1,0,8,"Incendiary",0,0,-9,-9
2018,2,3,98,"Italy",8,"Western Europe","Marche",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Neo-Fascist extremists","Luca Traini, a neo-fascist, claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of an Italian woman by a Nigerian seeking asylum in Italy. During the attack Traini shouted Viva Italia and Italy for Italians, while making a fascist salute.",1,1,1,5,"Firearms",0,6,-9,-9
2018,2,9,14,"Australia",12,"Australasia & Oceania","Victoria",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the assailant's sister admitted to being a member of the Jama'atul Mujahideen Bangladesh (JMB).",1,1,0,9,"Melee",0,1,-9,-9
2018,2,11,93,"Indonesia",5,"Southeast Asia","Yogyakarta",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailant, Suliyono, wanted to join the Islamic State of Iraq and the Levant (ISIL) in Syria.",1,1,0,9,"Melee",0,5,-9,-9
2018,2,11,184,"South Korea",4,"East Asia","Seoul",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",7,"Government (Diplomatic)",46,"Embassy/Consulate","Anti-United States extremists","An unaffiliated individual claimed responsibility for the incident and stated that the attack was carried out in opposition to the United States, which has bullied South Korea and me.",1,1,1,8,"Incendiary",0,0,-9,-9
2018,2,12,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",1,1,1,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",68,"Named Civilian","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailants raised an Islamic State of Iraq and the Levant (ISIL) flag in the area of the abduction.",1,-99,0,13,"Unknown",2,0,-9,-9
2018,2,14,217,"United States",1,"North America","Florida",0,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",49,"School/University/Educational Building","White supremacists/nationalists","The specific motive is unknown; however, sources noted that Nikolas Cruz possessed racist, homophobic and anti-Semitic views.",1,1,1,5,"Firearms",17,17,-9,-9
2018,2,22,1002,"Montenegro",9,"Eastern Europe","Podgorica",1,1,1,0,1,1,3,"Bombing/Explosion",7,"Government (Diplomatic)",46,"Embassy/Consulate","Unknown","The specific motive is unknown; however, sources noted that Dalibor Jaukovic had recently posted on his Facebook, Montenegro it's a shame that fascists are closer to us than Russians and No to NATO.",1,1,1,6,"Explosives",1,0,-9,-9
2018,2,23,101,"Japan",4,"East Asia","Tokyo",1,1,1,0,0,0,2,"Armed Assault",14,"Private Citizens & Property",82,"Labor Union Related","Right-wing extremists","One assailant, identified as Satoshi Katsurada, claimed responsibility for the incident and stated that the attack was carried out in retaliation for missile testing by North Korea. Sources also noted that the assailants do not consider ethnic Koreans as members of the same society, and consider it acceptable to kill or wound them.",1,2,1,5,"Firearms",0,0,-9,-9
2018,3,5,217,"United States",1,"North America","Utah",1,1,1,0,0,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the assailant had been researching the Islamic State of Iraq and the Levant (ISIL).",1,1,1,6,"Explosives",0,0,-9,-9
2018,3,7,217,"United States",1,"North America","Texas",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Male supremacists","Nicholas D'Agostino, an unaffiliated individual, claimed responsibility for the incident and previously ranted on Facebook about female motorists and how incompetent they are and that their sole purpose is to give birth to male children.",1,1,1,5,"Firearms",0,1,-9,-9
2018,3,12,15,"Austria",8,"Western Europe","Vienna",1,1,0,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists","The specific motive is unknown; however, sources noted that Mohamed El-M was a member of a Facebook group that called for the release of Sunni detainees in Iran.",1,1,0,9,"Melee",1,1,-9,-9
2018,3,12,217,"United States",1,"North America","Florida",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian","Jihadi-inspired extremists","Corey Johnson, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the victims because they ridiculed him for being a Muslim. Sources also noted that Johnson allegedly contacted members of the Islamic State of Iraq and the Levant (ISIL) and was interested in joining the group.",1,1,1,9,"Melee",1,2,-9,-9
2018,3,14,30,"Brazil",3,"South America","Rio de Janeiro",1,1,1,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Unknown","The specific motive is unknown; however, sources noted that Marielle Franco was a human rights activist and a feminist. Sources also suspected that she was targeted for her activism against police violence and killings in poor Rio neighborhoods.",1,2,0,5,"Firearms",2,0,-9,-9
2018,3,16,217,"United States",1,"North America","Texas",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian","Male supremacists","Nicholas D'Agostino, an unaffiliated individual, claimed responsibility for the incident and previously ranted on Facebook about female motorists and how incompetent they are and that their sole purpose is to give birth to male children.",1,1,1,5,"Firearms",0,0,-9,-9
2018,3,23,69,"France",8,"Western Europe","Occitanie",1,1,1,1,1,0,4,"Hijacking",14,"Private Citizens & Property",73,"Vehicles/Transportation","Jihadi-inspired extremists","An unaffiliated individual, identified as Redouane Lakdim, claimed responsibility for the incident and stated that he was a soldier of the Islamic State and demanded the release of Salah Abdeslam, one of the assailants who carried out the November 2015 Paris attacks.",1,1,1,5,"Firearms",1,1,-9,-9
2018,3,23,69,"France",8,"Western Europe","Occitanie",1,1,1,1,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Jihadi-inspired extremists","An unaffiliated individual, identified as Redouane Lakdim, claimed responsibility for the incident and stated that he was a soldier of the Islamic State and demanded the release of Salah Abdeslam, one of the assailants who carried out the November 2015 Paris attacks.",1,1,1,5,"Firearms",0,1,-9,-9
2018,3,23,69,"France",8,"Western Europe","Occitanie",1,1,1,1,1,0,5,"Hostage Taking (Barricade Incident)",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","An unaffiliated individual, identified as Redouane Lakdim, claimed responsibility for the incident and stated that he was a soldier of the Islamic State and demanded the release of Salah Abdeslam, one of the assailants who carried out the November 2015 Paris attacks.",1,1,1,6,"Explosives",4,13,-9,-9
2018,4,5,217,"United States",1,"North America","Texas",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","An assailant yelled anti-Muslim slurs during the attack. Sources also noted that the attack took place on Punish A Muslim Day.",1,1,1,9,"Melee",0,1,-9,-9
2018,4,18,167,"Russia",9,"Eastern Europe","Bashkortostan",1,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",49,"School/University/Educational Building","Unknown","The specific motive is unknown; however, sources stated that the assailant, Artyom Tagirov, was allegedly inspired by the Columbine school massacre and was seen in a picture posted of him wearing a Nazi swastika.",1,1,1,8,"Incendiary",0,4,-9,-9
2018,4,23,38,"Canada",1,"North America","Ontario",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Incel extremists","An unaffiliated individual, identified as Alek Minassian, claimed responsibility for the incident and stated, The Incel Rebellion has already begun! We will overthrow all the Chads and Stacys!",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",10,15,-9,-9
2018,4,26,217,"United States",1,"North America","Texas",1,1,1,0,0,0,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Unknown","An unaffiliated individual, identified as Jonathan M. Torres, claimed responsibility for the incident and wrote HAJI DIE USA -- JH on the explosives-laden package.",1,1,1,6,"Explosives",0,0,-9,-9
2018,5,4,217,"United States",1,"North America","Georgia",0,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation","Neo-Nazi extremists","The specific motive is unknown; however, sources noted that Rex Whitmire Harbour idolized Nikolas Cruz and had a deep interest in German Nazism.",1,1,0,5,"Firearms",1,3,-9,-9
2018,5,5,142,"Netherlands",8,"Western Europe","South Holland",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown",,1,1,0,9,"Melee",0,4,-9,-9
2018,5,10,217,"United States",1,"North America","Texas",1,1,1,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown",,1,1,0,6,"Explosives",0,0,-9,-9
2018,5,10,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,3,0,5,"Firearms",1,2,-9,-9
2018,5,12,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","An unaffiliated individual, identified as Khamzat Azimov, claimed responsibility for the incident and stated You started it by bombing Islamic lands. France, you started it by killing Muslims... and then we give you a response, you cry. If you want this to stop, put pressure on your government, I'm not the first one to tell you. Others like me told you before acting, but you refused to listen. Sources also noted that Azimov pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,9,"Melee",2,4,-9,-9
2018,5,18,217,"United States",1,"North America","Texas",0,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",49,"School/University/Educational Building","Neo-Nazi extremists","The specific motive is unknown; however, sources noted that Dimitrios Pagourtzis was interested in Nazism and fascism and had recently posted pictures of German nationalist symbols and a picture of him wearing a T-shirt stating born to kill on social media.",1,1,1,5,"Firearms",10,14,-9,-9
2018,5,29,21,"Belgium",8,"Western Europe","Wallonia",1,1,1,0,1,0,5,"Hostage Taking (Barricade Incident)",3,"Police",25,"Police Security Forces/Officers","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that Benjamin Herman had been speaking to a suspected Islamic State of Iraq and the Levant (ISIL) recruiter. Sources also noted that Herman asked one of the victims if she was Muslim.",1,1,0,5,"Firearms",4,4,-9,-9
2018,5,31,201,"Taiwan",4,"East Asia","Taipei",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",2,"Government (General)",21,"Government Building/Facility/Office","Unknown","The specific motive is unknown; however, sources noted that the assailant, Li, carried out the attack because he was dissatisfied with Justice Minister Chiu Tai-san.",1,1,0,8,"Incendiary",0,0,-9,-9
2018,5,31,201,"Taiwan",4,"East Asia","Taipei",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",84,"Political Party Member/Rally","Unknown","An unaffiliated individual, identified as Tsai, stated that he carried out the attack due to his dissatisfaction with the KMT's inaction in the face of the Democratic Progressive Party government's promise of a NT$4.5 billion (US$150.1 million) loan to Taiwan's diplomatic ally Haiti.",1,1,1,8,"Incendiary",0,0,-9,-9
2018,6,12,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,1,0,5,"Hostage Taking (Barricade Incident)",1,"Business",,,"Unknown","An unaffiliated individual claimed responsibility for the incident and demanded to speak with the Iranian ambassador.",1,1,1,8,"Incendiary",0,2,-9,-9
